"National Healthcare Safety Network (NHSN) Hospitalization Surveillance (downloaded on "Nov-14-2024)
Influenza Division - Centers for Disease Control and Prevention.
Week,Season,Measure,Region,RegionDescription,Measure_Value
202412,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,139.86
202412,2023-24,Influenza Hospital Admissions,8,HHS Region,209
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.7
202412,2023-24,Average patients with influenza in ICU,8,HHS Region,16.71
202412,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,270.29
202412,2023-24,Influenza Hospital Admissions,9,HHS Region,320
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.62
202412,2023-24,Average patients with influenza in ICU,9,HHS Region,48
202412,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,153
202412,2023-24,Influenza Hospital Admissions,10,HHS Region,235
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.64
202412,2023-24,Average patients with influenza in ICU,10,HHS Region,18.43
202413,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,306.86
202413,2023-24,Influenza Hospital Admissions,1,HHS Region,354
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,2.38
202413,2023-24,Average patients with influenza in ICU,1,HHS Region,34
202413,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,483
202413,2023-24,Influenza Hospital Admissions,2,HHS Region,611
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.94
202413,2023-24,Average patients with influenza in ICU,2,HHS Region,70.43
202413,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,449.29
202413,2023-24,Influenza Hospital Admissions,3,HHS Region,553
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1.79
202413,2023-24,Average patients with influenza in ICU,3,HHS Region,71.71
202431,2023-24,Influenza Hospital Admissions,7,HHS Region,1
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.01
202431,2023-24,Average patients with influenza in ICU,7,HHS Region,0
202431,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,2.43
202431,2023-24,Influenza Hospital Admissions,8,HHS Region,8
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.07
202431,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202431,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,41.86
202431,2023-24,Influenza Hospital Admissions,9,HHS Region,44
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.09
202431,2023-24,Average patients with influenza in ICU,9,HHS Region,4.43
202431,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,4.57
202431,2023-24,Influenza Hospital Admissions,10,HHS Region,3
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.02
202431,2023-24,Average patients with influenza in ICU,10,HHS Region,0.71
202432,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,9.86
202432,2023-24,Influenza Hospital Admissions,1,HHS Region,3
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.02
202432,2023-24,Average patients with influenza in ICU,1,HHS Region,0
202432,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,21.14
202432,2023-24,Influenza Hospital Admissions,2,HHS Region,23
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.07
202432,2023-24,Average patients with influenza in ICU,2,HHS Region,3.29
202432,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,57.57
202432,2023-24,Influenza Hospital Admissions,3,HHS Region,69
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.22
202432,2023-24,Average patients with influenza in ICU,3,HHS Region,8.14
202432,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,72
202432,2023-24,Influenza Hospital Admissions,4,HHS Region,85
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.13
202432,2023-24,Average patients with influenza in ICU,4,HHS Region,10
202432,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,10.71
202432,2023-24,Influenza Hospital Admissions,5,HHS Region,17
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.03
202432,2023-24,Average patients with influenza in ICU,5,HHS Region,1.71
202432,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,5.71
202432,2023-24,Influenza Hospital Admissions,6,HHS Region,15
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.04
202432,2023-24,Average patients with influenza in ICU,6,HHS Region,1.43
202432,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,0.86
202432,2023-24,Influenza Hospital Admissions,7,HHS Region,3
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.02
202432,2023-24,Average patients with influenza in ICU,7,HHS Region,0
202432,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,5
202432,2023-24,Influenza Hospital Admissions,8,HHS Region,7
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.06
202432,2023-24,Average patients with influenza in ICU,8,HHS Region,0.29
202432,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,36.14
202432,2023-24,Influenza Hospital Admissions,9,HHS Region,42
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.08
202432,2023-24,Average patients with influenza in ICU,9,HHS Region,3
202432,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,3
202432,2023-24,Influenza Hospital Admissions,10,HHS Region,6
202432,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.04
202432,2023-24,Average patients with influenza in ICU,10,HHS Region,0
202433,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,8.57
202433,2023-24,Influenza Hospital Admissions,1,HHS Region,3
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.02
202433,2023-24,Average patients with influenza in ICU,1,HHS Region,0
202433,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,17.14
202433,2023-24,Influenza Hospital Admissions,2,HHS Region,14
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.04
202433,2023-24,Average patients with influenza in ICU,2,HHS Region,1.71
202433,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,54.43
202433,2023-24,Influenza Hospital Admissions,3,HHS Region,69
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.22
202433,2023-24,Average patients with influenza in ICU,3,HHS Region,7.29
202433,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,74.29
202433,2023-24,Influenza Hospital Admissions,4,HHS Region,82
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.12
202433,2023-24,Average patients with influenza in ICU,4,HHS Region,6.71
202433,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,11.71
202433,2023-24,Influenza Hospital Admissions,5,HHS Region,21
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.04
202433,2023-24,Average patients with influenza in ICU,5,HHS Region,1.57
202433,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,7.86
202433,2023-24,Influenza Hospital Admissions,6,HHS Region,16
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.04
202433,2023-24,Average patients with influenza in ICU,6,HHS Region,3.86
202433,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,3
202433,2023-24,Influenza Hospital Admissions,7,HHS Region,4
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.03
202433,2023-24,Average patients with influenza in ICU,7,HHS Region,0
202433,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,2.86
202433,2023-24,Influenza Hospital Admissions,8,HHS Region,2
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.02
202433,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202433,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,42
202433,2023-24,Influenza Hospital Admissions,9,HHS Region,51
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.1
202433,2023-24,Average patients with influenza in ICU,9,HHS Region,6
202433,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,9.71
202433,2023-24,Influenza Hospital Admissions,10,HHS Region,12
202433,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.08
202433,2023-24,Average patients with influenza in ICU,10,HHS Region,0.43
202434,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,9.86
202434,2023-24,Influenza Hospital Admissions,1,HHS Region,6
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.04
202434,2023-24,Average patients with influenza in ICU,1,HHS Region,0
202434,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,15.71
202434,2023-24,Influenza Hospital Admissions,2,HHS Region,17
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.05
202434,2023-24,Average patients with influenza in ICU,2,HHS Region,1.57
202434,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,49.86
202434,2023-24,Influenza Hospital Admissions,3,HHS Region,71
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.23
202434,2023-24,Average patients with influenza in ICU,3,HHS Region,6.86
202434,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,53.57
202434,2023-24,Influenza Hospital Admissions,4,HHS Region,86
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.13
202434,2023-24,Average patients with influenza in ICU,4,HHS Region,5.71
202434,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,14
202434,2023-24,Influenza Hospital Admissions,5,HHS Region,22
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.04
202434,2023-24,Average patients with influenza in ICU,5,HHS Region,3.43
202434,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,9.71
202434,2023-24,Influenza Hospital Admissions,6,HHS Region,15
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.04
202434,2023-24,Average patients with influenza in ICU,6,HHS Region,3.86
202434,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,2.29
202434,2023-24,Influenza Hospital Admissions,7,HHS Region,4
202347,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,65
202347,2023-24,Influenza Hospital Admissions,1,HHS Region,99
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.67
202347,2023-24,Average patients with influenza in ICU,1,HHS Region,8.29
202347,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,242.71
202347,2023-24,Influenza Hospital Admissions,2,HHS Region,358
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.13
202347,2023-24,Average patients with influenza in ICU,2,HHS Region,25.86
202347,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,190.57
202347,2023-24,Influenza Hospital Admissions,3,HHS Region,278
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.9
202347,2023-24,Average patients with influenza in ICU,3,HHS Region,25.57
202347,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,885.29
202347,2023-24,Influenza Hospital Admissions,4,HHS Region,1305
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.95
202347,2023-24,Average patients with influenza in ICU,4,HHS Region,194
202347,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,303
202347,2023-24,Influenza Hospital Admissions,5,HHS Region,407
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.77
202347,2023-24,Average patients with influenza in ICU,5,HHS Region,36.43
202347,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,418.43
202347,2023-24,Influenza Hospital Admissions,6,HHS Region,654
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.53
202347,2023-24,Average patients with influenza in ICU,6,HHS Region,63.43
202347,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,51.71
202347,2023-24,Influenza Hospital Admissions,7,HHS Region,119
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.84
202347,2023-24,Average patients with influenza in ICU,7,HHS Region,4.57
202347,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,68.71
202347,2023-24,Influenza Hospital Admissions,8,HHS Region,182
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.48
202347,2023-24,Average patients with influenza in ICU,8,HHS Region,7.71
202347,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,440.29
202347,2023-24,Influenza Hospital Admissions,9,HHS Region,704
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,1.37
202347,2023-24,Average patients with influenza in ICU,9,HHS Region,50.57
202347,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,50
202347,2023-24,Influenza Hospital Admissions,10,HHS Region,63
202347,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.44
202347,2023-24,Average patients with influenza in ICU,10,HHS Region,6.71
202348,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,109.71
202348,2023-24,Influenza Hospital Admissions,1,HHS Region,168
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,1.13
202348,2023-24,Average patients with influenza in ICU,1,HHS Region,12.57
202348,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,331.86
202348,2023-24,Influenza Hospital Admissions,2,HHS Region,552
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.75
202348,2023-24,Average patients with influenza in ICU,2,HHS Region,41.71
202348,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,280.29
202348,2023-24,Influenza Hospital Admissions,3,HHS Region,441
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1.43
202348,2023-24,Average patients with influenza in ICU,3,HHS Region,45.29
202348,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,1138
202348,2023-24,Influenza Hospital Admissions,4,HHS Region,1616
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,2.42
202348,2023-24,Average patients with influenza in ICU,4,HHS Region,234.86
202348,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,408.29
202348,2023-24,Influenza Hospital Admissions,5,HHS Region,634
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,1.21
202348,2023-24,Average patients with influenza in ICU,5,HHS Region,54.57
202348,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,485.57
202348,2023-24,Influenza Hospital Admissions,6,HHS Region,798
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.87
202348,2023-24,Average patients with influenza in ICU,6,HHS Region,73.14
202348,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,93.86
202348,2023-24,Influenza Hospital Admissions,7,HHS Region,167
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.18
202348,2023-24,Average patients with influenza in ICU,7,HHS Region,11.71
202348,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,97.86
202348,2023-24,Influenza Hospital Admissions,8,HHS Region,207
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.69
202348,2023-24,Average patients with influenza in ICU,8,HHS Region,9.43
202348,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,593.14
202348,2023-24,Influenza Hospital Admissions,9,HHS Region,946
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,1.84
202348,2023-24,Average patients with influenza in ICU,9,HHS Region,78.14
202348,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,78.57
202348,2023-24,Influenza Hospital Admissions,10,HHS Region,117
202348,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.81
202348,2023-24,Average patients with influenza in ICU,10,HHS Region,13
202349,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,157.86
202349,2023-24,Influenza Hospital Admissions,1,HHS Region,231
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,1.56
202349,2023-24,Average patients with influenza in ICU,1,HHS Region,14.71
202349,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,442.57
202349,2023-24,Influenza Hospital Admissions,2,HHS Region,710
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,2.25
202349,2023-24,Average patients with influenza in ICU,2,HHS Region,61.86
202349,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,375.29
202349,2023-24,Influenza Hospital Admissions,3,HHS Region,551
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1.79
202349,2023-24,Average patients with influenza in ICU,3,HHS Region,59.14
202349,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,1403
202349,2023-24,Influenza Hospital Admissions,4,HHS Region,1864
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,2.79
202349,2023-24,Average patients with influenza in ICU,4,HHS Region,278.57
202349,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,546.14
202349,2023-24,Influenza Hospital Admissions,5,HHS Region,822
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,1.56
202349,2023-24,Average patients with influenza in ICU,5,HHS Region,74.57
202349,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,601.71
202349,2023-24,Influenza Hospital Admissions,6,HHS Region,917
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,2.15
202349,2023-24,Average patients with influenza in ICU,6,HHS Region,104
202349,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,112.14
202349,2023-24,Influenza Hospital Admissions,7,HHS Region,228
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.61
202349,2023-24,Average patients with influenza in ICU,7,HHS Region,11.71
202349,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,119.29
202349,2023-24,Influenza Hospital Admissions,8,HHS Region,254
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,2.07
202349,2023-24,Average patients with influenza in ICU,8,HHS Region,16.71
202349,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,776.14
202349,2023-24,Influenza Hospital Admissions,9,HHS Region,1275
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,2.49
202349,2023-24,Average patients with influenza in ICU,9,HHS Region,110.71
202349,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,113.86
202349,2023-24,Influenza Hospital Admissions,10,HHS Region,177
202349,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.23
202349,2023-24,Average patients with influenza in ICU,10,HHS Region,18.57
202350,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,235.57
202413,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,856.29
202413,2023-24,Influenza Hospital Admissions,4,HHS Region,920
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.38
202413,2023-24,Average patients with influenza in ICU,4,HHS Region,208.86
202413,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,1094.29
202413,2023-24,Influenza Hospital Admissions,5,HHS Region,1323
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,2.52
202413,2023-24,Average patients with influenza in ICU,5,HHS Region,148
202413,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,450.14
202413,2023-24,Influenza Hospital Admissions,6,HHS Region,544
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.27
202413,2023-24,Average patients with influenza in ICU,6,HHS Region,69
202413,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,314.14
202413,2023-24,Influenza Hospital Admissions,7,HHS Region,395
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,2.79
202413,2023-24,Average patients with influenza in ICU,7,HHS Region,50.29
202413,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,124
202413,2023-24,Influenza Hospital Admissions,8,HHS Region,174
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.42
202413,2023-24,Average patients with influenza in ICU,8,HHS Region,16.29
202413,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,228
202413,2023-24,Influenza Hospital Admissions,9,HHS Region,303
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.59
202413,2023-24,Average patients with influenza in ICU,9,HHS Region,29.71
202413,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,124.86
202413,2023-24,Influenza Hospital Admissions,10,HHS Region,169
202413,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.18
202413,2023-24,Average patients with influenza in ICU,10,HHS Region,18
202414,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,304.57
202414,2023-24,Influenza Hospital Admissions,1,HHS Region,364
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,2.45
202414,2023-24,Average patients with influenza in ICU,1,HHS Region,35.71
202414,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,487.43
202414,2023-24,Influenza Hospital Admissions,2,HHS Region,604
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.91
202414,2023-24,Average patients with influenza in ICU,2,HHS Region,64.14
202414,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,448.57
202414,2023-24,Influenza Hospital Admissions,3,HHS Region,606
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1.96
202414,2023-24,Average patients with influenza in ICU,3,HHS Region,77.29
202414,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,794.86
202414,2023-24,Influenza Hospital Admissions,4,HHS Region,778
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.16
202414,2023-24,Average patients with influenza in ICU,4,HHS Region,199.86
202414,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,1014
202414,2023-24,Influenza Hospital Admissions,5,HHS Region,1243
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,2.37
202414,2023-24,Average patients with influenza in ICU,5,HHS Region,149.71
202414,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,366.14
202414,2023-24,Influenza Hospital Admissions,6,HHS Region,439
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.03
202414,2023-24,Average patients with influenza in ICU,6,HHS Region,54.14
202414,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,256.29
202414,2023-24,Influenza Hospital Admissions,7,HHS Region,323
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,2.28
202414,2023-24,Average patients with influenza in ICU,7,HHS Region,37.57
202414,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,93.14
202414,2023-24,Influenza Hospital Admissions,8,HHS Region,120
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.98
202414,2023-24,Average patients with influenza in ICU,8,HHS Region,11
202414,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,218.14
202414,2023-24,Influenza Hospital Admissions,9,HHS Region,283
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.55
202414,2023-24,Average patients with influenza in ICU,9,HHS Region,32.86
202414,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,99.86
202414,2023-24,Influenza Hospital Admissions,10,HHS Region,127
202414,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.88
202414,2023-24,Average patients with influenza in ICU,10,HHS Region,10
202415,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,255.14
202415,2023-24,Influenza Hospital Admissions,1,HHS Region,288
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,1.94
202415,2023-24,Average patients with influenza in ICU,1,HHS Region,29.14
202415,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,437.14
202415,2023-24,Influenza Hospital Admissions,2,HHS Region,518
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.64
202415,2023-24,Average patients with influenza in ICU,2,HHS Region,55.29
202415,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,343.29
202415,2023-24,Influenza Hospital Admissions,3,HHS Region,405
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,1.31
202415,2023-24,Average patients with influenza in ICU,3,HHS Region,56.14
202415,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,719.29
202415,2023-24,Influenza Hospital Admissions,4,HHS Region,692
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.03
202415,2023-24,Average patients with influenza in ICU,4,HHS Region,182.71
202415,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,810
202415,2023-24,Influenza Hospital Admissions,5,HHS Region,931
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,1.77
202415,2023-24,Average patients with influenza in ICU,5,HHS Region,115.14
202415,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,328.71
202415,2023-24,Influenza Hospital Admissions,6,HHS Region,339
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.79
202415,2023-24,Average patients with influenza in ICU,6,HHS Region,43.71
202415,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,198.29
202415,2023-24,Influenza Hospital Admissions,7,HHS Region,241
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.7
202415,2023-24,Average patients with influenza in ICU,7,HHS Region,25.29
202415,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,77
202415,2023-24,Influenza Hospital Admissions,8,HHS Region,101
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.82
202415,2023-24,Average patients with influenza in ICU,8,HHS Region,5.29
202415,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,195.86
202415,2023-24,Influenza Hospital Admissions,9,HHS Region,296
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.58
202415,2023-24,Average patients with influenza in ICU,9,HHS Region,26.57
202415,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,78.14
202415,2023-24,Influenza Hospital Admissions,10,HHS Region,88
202415,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.61
202415,2023-24,Average patients with influenza in ICU,10,HHS Region,9.86
202416,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,219.43
202416,2023-24,Influenza Hospital Admissions,1,HHS Region,231
202416,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,1.56
202416,2023-24,Average patients with influenza in ICU,1,HHS Region,27.57
202416,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,326.57
202416,2023-24,Influenza Hospital Admissions,2,HHS Region,353
202416,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.12
202416,2023-24,Average patients with influenza in ICU,2,HHS Region,47.86
202416,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,263.86
202416,2023-24,Influenza Hospital Admissions,3,HHS Region,298
202416,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.97
